repo_name,clone_url,description,created_at,updated_at,stargazers_count,forks_count,watchers_count,open_issues_count,size,language,license,has_wiki,has_pages,topics,contributors_count,commits_count,quality_assessment
pawlik92/flutter_whirlpool,https://github.com/pawlik92/flutter_whirlpool.git,Flutter UI challenge (with Box2D physic)- Smart washing machine app,2020-04-25T16:01:40Z,2025-10-11T21:24:01Z,904,130,904,1,76683,Dart,"{'key': 'mit', 'name': 'MIT License', 'spdx_id': 'MIT', 'url': 'https://api.github.com/licenses/mit', 'node_id': 'MDc6TGljZW5zZTEz'}",False,False,"['app', 'box2d', 'challenge', 'dart', 'flutter', 'flutter-apps', 'neuromorphic', 'smart', 'smart-washing-machine', 'ui', 'ui-challenge']",1,2,"{'overall_score': 0.505, 'component_scores': {'popularity': 0.72, 'activity': 0.393, 'code_quality': 0.5, 'community': 0.045, 'maintenance': 0.8}, 'quality_tier': 'Average'}"
underthestars-zhy/IconChanger,https://github.com/underthestars-zhy/IconChanger.git,Simply change your app's icon on macOS. Just a click.,2022-04-28T05:15:25Z,2025-10-17T02:17:00Z,903,44,903,25,3771,Swift,"{'key': 'mit', 'name': 'MIT License', 'spdx_id': 'MIT', 'url': 'https://api.github.com/licenses/mit', 'node_id': 'MDc6TGljZW5zZTEz'}",False,True,"['app', 'apple', 'macos', 'swift', 'swiftui']",1,2,"{'overall_score': 0.587, 'component_scores': {'popularity': 0.683, 'activity': 0.399, 'code_quality': 0.8, 'community': 0.045, 'maintenance': 1.0}, 'quality_tier': 'Average'}"
lixiang1994/AttributedString,https://github.com/lixiang1994/AttributedString.git,"基于Swift插值方式优雅的构建富文本, 支持点击长按事件, 支持不同类型过滤, 支持自定义视图等.",2019-11-18T02:35:35Z,2025-10-01T11:42:44Z,896,81,896,18,10421,Swift,"{'key': 'mit', 'name': 'MIT License', 'spdx_id': 'MIT', 'url': 'https://api.github.com/licenses/mit', 'node_id': 'MDc6TGljZW5zZTEz'}",True,False,"['app', 'apple', 'attributedstring', 'attributes', 'click', 'cocoapods', 'ios', 'label', 'macos', 'nsattributedstring', 'paragraph', 'regex', 'rich-text', 'string', 'swift', 'swift5', 'text', 'textview', 'tvos', 'watchos']",2,2,"{'overall_score': 0.532, 'component_scores': {'popularity': 0.703, 'activity': 0.381, 'code_quality': 0.5, 'community': 0.071, 'maintenance': 1.0}, 'quality_tier': 'Average'}"
xiaoyvyv/bangumi,https://github.com/xiaoyvyv/bangumi.git,Bangumi for Android - A full-featured unofficial android native application for the bangumi.tv,2023-11-24T09:45:47Z,2025-10-19T08:46:28Z,896,20,896,48,148387,Kotlin,,True,True,"['acg', 'android', 'anime', 'app', 'bangmui', 'bgm', 'bilibili', 'chii', 'chobits', 'client', 'comic', 'game', 'kotlin', 'mikanani', 'music', 'native', 'rank', 'tv']",0,2,"{'overall_score': 0.469, 'component_scores': {'popularity': 0.655, 'activity': 0.402, 'code_quality': 0.5, 'community': 0.0, 'maintenance': 0.7}, 'quality_tier': 'Average'}"
wuba/react-native-echarts,https://github.com/wuba/react-native-echarts.git,"📈 React Native ECharts Library: An awesome charting library for React Native, built upon Apache ECharts and leveraging react-native-svg and react-native-skia. Offers significantly better performance compared to WebView-based solutions.",2023-01-09T06:12:24Z,2025-10-14T09:48:39Z,895,33,895,42,236412,TypeScript,"{'key': 'apache-2.0', 'name': 'Apache License 2.0', 'spdx_id': 'Apache-2.0', 'url': 'https://api.github.com/licenses/apache-2.0', 'node_id': 'MDc6TGljZW5zZTI='}",True,True,"['android', 'app', 'chart', 'charts', 'echarts', 'ios', 'react', 'react-native', 'skia', 'svg']",2,2,"{'overall_score': 0.528, 'component_scores': {'popularity': 0.672, 'activity': 0.396, 'code_quality': 0.5, 'community': 0.071, 'maintenance': 1.0}, 'quality_tier': 'Average'}"
FreeterApp/Freeter,https://github.com/FreeterApp/Freeter.git,Freeter – a smarter way to work on your computer,2024-01-05T16:15:24Z,2025-10-19T01:24:53Z,881,53,881,10,6901,TypeScript,"{'key': 'gpl-3.0', 'name': 'GNU General Public License v3.0', 'spdx_id': 'GPL-3.0', 'url': 'https://api.github.com/licenses/gpl-3.0', 'node_id': 'MDc6TGljZW5zZTk='}",False,False,"['app', 'linux', 'macos', 'productivity', 'software', 'windows']",2,2,"{'overall_score': 0.563, 'component_scores': {'popularity': 0.687, 'activity': 0.402, 'code_quality': 0.8, 'community': 0.071, 'maintenance': 0.8}, 'quality_tier': 'Average'}"
darkmoonight/Rain,https://github.com/darkmoonight/Rain.git,🌦️ Weather application,2023-01-15T14:48:52Z,2025-10-17T18:35:50Z,863,66,863,46,14065,Dart,"{'key': 'mit', 'name': 'MIT License', 'spdx_id': 'MIT', 'url': 'https://api.github.com/licenses/mit', 'node_id': 'MDc6TGljZW5zZTEz'}",True,False,"['android', 'app', 'application', 'dart', 'flutter', 'flutter-app', 'map', 'mobile', 'open-meteo', 'open-meteo-api', 'openstreetmap', 'weather', 'weather-app', 'weatherapp']",2,2,"{'overall_score': 0.534, 'component_scores': {'popularity': 0.693, 'activity': 0.4, 'code_quality': 0.5, 'community': 0.071, 'maintenance': 1.0}, 'quality_tier': 'Average'}"
waylaidwanderer/PandoraAI,https://github.com/waylaidwanderer/PandoraAI.git,"PandoraAI is a web chat client powered by node-chatgpt-api, allowing users to easily chat with multiple AI systems while also offering support for custom presets. With its seamless and convenient design, PandoraAI provides an engaging conversational AI experience.",2023-02-27T22:16:53Z,2025-10-16T08:31:08Z,856,217,856,22,4188,Vue,"{'key': 'mit', 'name': 'MIT License', 'spdx_id': 'MIT', 'url': 'https://api.github.com/licenses/mit', 'node_id': 'MDc6TGljZW5zZTEz'}",True,False,"['ai', 'app', 'bing', 'chatgpt', 'chatgpt-api', 'client', 'gpt-3', 'nuxt', 'openai', 'openai-api', 'vue', 'web-client']",2,2,"{'overall_score': 0.604, 'component_scores': {'popularity': 0.734, 'activity': 0.398, 'code_quality': 0.8, 'community': 0.071, 'maintenance': 1.0}, 'quality_tier': 'Good'}"
shion-app/shion,https://github.com/shion-app/shion.git,Time tracker | 时间追踪 🍂,2022-10-13T12:36:26Z,2025-10-17T17:20:17Z,856,38,856,7,6442,Vue,"{'key': 'gpl-3.0', 'name': 'GNU General Public License v3.0', 'spdx_id': 'GPL-3.0', 'url': 'https://api.github.com/licenses/gpl-3.0', 'node_id': 'MDc6TGljZW5zZTk='}",True,False,"['app', 'browser-history', 'tauri', 'time-tracker', 'time-tracking', 'vue3', 'windows']",1,2,"{'overall_score': 0.585, 'component_scores': {'popularity': 0.673, 'activity': 0.4, 'code_quality': 0.8, 'community': 0.045, 'maintenance': 1.0}, 'quality_tier': 'Average'}"
akuse-app/akuse,https://github.com/akuse-app/akuse.git,🌸 Simple and easy to use anime streaming desktop app without ads.,2023-06-26T22:54:22Z,2025-10-15T17:34:04Z,843,88,843,43,13452,TypeScript,"{'key': 'gpl-3.0', 'name': 'GNU General Public License v3.0', 'spdx_id': 'GPL-3.0', 'url': 'https://api.github.com/licenses/gpl-3.0', 'node_id': 'MDc6TGljZW5zZTk='}",False,False,"['anilist', 'anime', 'app', 'desktop']",2,2,"{'overall_score': 0.506, 'component_scores': {'popularity': 0.701, 'activity': 0.398, 'code_quality': 0.5, 'community': 0.071, 'maintenance': 0.8}, 'quality_tier': 'Average'}"
SimCoderYoutube/InstagramClone,https://github.com/SimCoderYoutube/InstagramClone.git,"Instagram Clone React Native Tutorial 2021 👨‍💻  I'll show you how you can do this in the simplest way and terms possible.  By the end of this series you'll have learned how the big companies do it and will be able to do the same, you not only will be able to do this app, but you'll be able to put what you learn into your very own projects!  In this series, we use React Native with Expo to quickly deploy the project. We use firebase for all our microservice needs like the auth system, database, storage, amongst others.   firebase, redux, react native, javascript, expo. In this series, we'll use all of them and you'll learn them by doing an iconic app.  Welcome to this Simcoder project and make an Instagram Clone!",2020-09-06T11:55:14Z,2025-10-17T05:20:16Z,829,331,829,40,88362,JavaScript,"{'key': 'apache-2.0', 'name': 'Apache License 2.0', 'spdx_id': 'Apache-2.0', 'url': 'https://api.github.com/licenses/apache-2.0', 'node_id': 'MDc6TGljZW5zZTI='}",True,False,"['app', 'expo', 'firebase', 'instagram', 'instagram-clone', 'ios', 'mobile', 'react-native', 'simcoder', 'tutorial']",2,2,"{'overall_score': 0.547, 'component_scores': {'popularity': 0.746, 'activity': 0.398, 'code_quality': 0.5, 'community': 0.071, 'maintenance': 1.0}, 'quality_tier': 'Average'}"
kolplattformen/skolplattformen,https://github.com/kolplattformen/skolplattformen.git,The source code to the civic tech project Öppna Skolplattformen.,2020-12-07T20:48:09Z,2025-10-15T13:11:48Z,805,174,805,48,86067,TypeScript,"{'key': 'apache-2.0', 'name': 'Apache License 2.0', 'spdx_id': 'Apache-2.0', 'url': 'https://api.github.com/licenses/apache-2.0', 'node_id': 'MDc6TGljZW5zZTI='}",True,False,"['app', 'civic-tech', 'react-native', 'school-education']",2,2,"{'overall_score': 0.54, 'component_scores': {'popularity': 0.721, 'activity': 0.396, 'code_quality': 0.5, 'community': 0.071, 'maintenance': 1.0}, 'quality_tier': 'Average'}"
sindresorhus/Pasteboard-Viewer,https://github.com/sindresorhus/Pasteboard-Viewer.git,📋 Inspect the system pasteboards on macOS,2020-02-18T08:55:36Z,2025-10-15T12:39:39Z,794,40,794,8,11097,Swift,"{'key': 'mit', 'name': 'MIT License', 'spdx_id': 'MIT', 'url': 'https://api.github.com/licenses/mit', 'node_id': 'MDc6TGljZW5zZTEz'}",False,False,"['app', 'clipboard', 'clipboard-manager', 'developer-tools', 'macos', 'macos-app', 'nspasteboard', 'pasteboard', 'swift', 'swiftui']",2,2,"{'overall_score': 0.497, 'component_scores': {'popularity': 0.669, 'activity': 0.396, 'code_quality': 0.5, 'community': 0.071, 'maintenance': 0.8}, 'quality_tier': 'Average'}"
fabricezhang/lcg,https://github.com/fabricezhang/lcg.git,吾爱破解第三方安卓应用,2019-07-03T08:23:41Z,2025-10-09T16:03:06Z,788,109,788,5,3056,Kotlin,"{'key': 'mit', 'name': 'MIT License', 'spdx_id': 'MIT', 'url': 'https://api.github.com/licenses/mit', 'node_id': 'MDc6TGljZW5zZTEz'}",True,False,"['app', 'jsoup', 'mvvm']",2,2,"{'overall_score': 0.564, 'component_scores': {'popularity': 0.703, 'activity': 0.39, 'code_quality': 0.8, 'community': 0.071, 'maintenance': 0.8}, 'quality_tier': 'Average'}"
Materialious/Materialious,https://github.com/Materialious/Materialious.git,"Materialious is a modern material design frontend for Invidious, focused on a clean, privacy-friendly YouTube experience. It supports local video fallback when Invidious fails and is available on Web, Desktop, Android, and Android TV.",2024-03-07T04:19:48Z,2025-10-18T04:44:32Z,788,37,788,27,123103,Svelte,"{'key': 'agpl-3.0', 'name': 'GNU Affero General Public License v3.0', 'spdx_id': 'AGPL-3.0', 'url': 'https://api.github.com/licenses/agpl-3.0', 'node_id': 'MDc6TGljZW5zZTE='}",False,False,"['3rd-party', 'android', 'app', 'client', 'custom', 'frontend', 'interface', 'invidious', 'linux', 'macos', 'material', 'privacy', 'self-host', 'smarttv', 'theme', 'tv', 'unraid', 'windows', 'youtube']",2,2,"{'overall_score': 0.497, 'component_scores': {'popularity': 0.666, 'activity': 0.401, 'code_quality': 0.5, 'community': 0.071, 'maintenance': 0.8}, 'quality_tier': 'Average'}"
meetqy/rao-pics,https://github.com/meetqy/rao-pics.git,:electron: 帮助你远程访问 Eagle 的素材库。,2022-12-13T08:44:43Z,2025-10-17T14:48:38Z,787,40,787,41,78281,TypeScript,"{'key': 'agpl-3.0', 'name': 'GNU Affero General Public License v3.0', 'spdx_id': 'AGPL-3.0', 'url': 'https://api.github.com/licenses/agpl-3.0', 'node_id': 'MDc6TGljZW5zZTE='}",False,False,"['app', 'electron', 'electron-app', 'gallery', 'images', 'macos', 'photography', 'photos', 'pwa', 'typescript', 'video', 'windows']",2,2,"{'overall_score': 0.498, 'component_scores': {'popularity': 0.668, 'activity': 0.399, 'code_quality': 0.5, 'community': 0.071, 'maintenance': 0.8}, 'quality_tier': 'Average'}"
ModuleArt/quick-picture-viewer,https://github.com/ModuleArt/quick-picture-viewer.git,"🖼️ Lightweight, versatile desktop image viewer for Windows. The best replacement for the default Windows photo viewer.",2019-12-10T22:51:21Z,2025-10-04T13:57:16Z,787,63,787,70,223954,C#,"{'key': 'gpl-3.0', 'name': 'GNU General Public License v3.0', 'spdx_id': 'GPL-3.0', 'url': 'https://api.github.com/licenses/gpl-3.0', 'node_id': 'MDc6TGljZW5zZTk='}",True,True,"['app', 'application', 'c-sharp', 'dds', 'desktop', 'desktop-app', 'dotnet', 'editor', 'ico', 'image', 'image-viewer', 'lightweight', 'picture', 'picture-viewer', 'screenshoter', 'svg', 'viewer', 'webp', 'windows', 'winforms']",2,2,"{'overall_score': 0.528, 'component_scores': {'popularity': 0.684, 'activity': 0.384, 'code_quality': 0.5, 'community': 0.071, 'maintenance': 1.0}, 'quality_tier': 'Average'}"
patzly/doodle-android,https://github.com/patzly/doodle-android.git,Colorful live wallpapers with auto dark mode and power-efficient animations,2020-12-13T15:51:17Z,2025-10-18T04:27:17Z,782,46,782,27,46264,Java,,False,False,"['android', 'app', 'doodle-android', 'google', 'livewallpaper', 'material-components', 'material-you', 'parallax', 'pixel4', 'wallpapers']",2,2,"{'overall_score': 0.454, 'component_scores': {'popularity': 0.673, 'activity': 0.4, 'code_quality': 0.5, 'community': 0.071, 'maintenance': 0.5}, 'quality_tier': 'Average'}"
Hofknecht/SystemTrayMenu,https://github.com/Hofknecht/SystemTrayMenu.git,SystemTrayMenu - Browse and open your files easily,2019-07-04T09:58:40Z,2025-10-19T08:41:29Z,778,54,778,54,8670,C#,"{'key': 'gpl-3.0', 'name': 'GNU General Public License v3.0', 'spdx_id': 'GPL-3.0', 'url': 'https://api.github.com/licenses/gpl-3.0', 'node_id': 'MDc6TGljZW5zZTk='}",True,False,"['app', 'bookmark', 'browse', 'c-sharp', 'explorer', 'file', 'folder', 'game-launcher', 'keystroke', 'launch', 'manager', 'menu', 'open', 'script', 'start', 'startmenu', 'subfolder', 'systemtray', 'toolbar', 'windows']",2,2,"{'overall_score': 0.59, 'component_scores': {'popularity': 0.678, 'activity': 0.4, 'code_quality': 0.8, 'community': 0.071, 'maintenance': 1.0}, 'quality_tier': 'Average'}"
o1298098/Flutter-Movie,https://github.com/o1298098/Flutter-Movie.git,😎 🎬 A Flutter movie app build with Fish-Redux and The Movie DB api.,2019-06-15T03:32:39Z,2025-10-15T18:14:36Z,738,226,738,26,378284,Dart,"{'key': 'apache-2.0', 'name': 'Apache License 2.0', 'spdx_id': 'Apache-2.0', 'url': 'https://api.github.com/licenses/apache-2.0', 'node_id': 'MDc6TGljZW5zZTI='}",True,False,"['android', 'animation', 'app', 'fish-redux', 'flutter', 'flutter-examples', 'ios', 'movie', 'tmdb-api']",1,2,"{'overall_score': 0.537, 'component_scores': {'popularity': 0.723, 'activity': 0.397, 'code_quality': 0.5, 'community': 0.045, 'maintenance': 1.0}, 'quality_tier': 'Average'}"
leonlatsch/Photok,https://github.com/leonlatsch/Photok.git,Encrypted Gallery App for Android,2020-08-12T18:33:56Z,2025-10-18T16:43:13Z,734,63,734,51,9088,Kotlin,"{'key': 'apache-2.0', 'name': 'Apache License 2.0', 'spdx_id': 'Apache-2.0', 'url': 'https://api.github.com/licenses/apache-2.0', 'node_id': 'MDc6TGljZW5zZTI='}",False,False,"['android', 'android-app', 'app', 'encryption', 'image', 'kotlin', 'photos', 'safe', 'security']",2,2,"{'overall_score': 0.56, 'component_scores': {'popularity': 0.678, 'activity': 0.399, 'code_quality': 0.8, 'community': 0.071, 'maintenance': 0.8}, 'quality_tier': 'Average'}"
danilkinkin/buckwheat,https://github.com/danilkinkin/buckwheat.git,App that helps you spend money wisely for Android made with Jetpack Compose,2022-07-06T21:22:36Z,2025-10-16T22:43:14Z,726,55,726,35,89300,Kotlin,"{'key': 'gpl-3.0', 'name': 'GNU General Public License v3.0', 'spdx_id': 'GPL-3.0', 'url': 'https://api.github.com/licenses/gpl-3.0', 'node_id': 'MDc6TGljZW5zZTk='}",False,True,"['android', 'app', 'finance', 'jetpack-compose', 'material-you']",2,2,"{'overall_score': 0.529, 'component_scores': {'popularity': 0.673, 'activity': 0.399, 'code_quality': 0.5, 'community': 0.071, 'maintenance': 1.0}, 'quality_tier': 'Average'}"
Venipa/ytmdesktop2,https://github.com/Venipa/ytmdesktop2.git,"Unofficial Youtube Music Desktop App, with LastFM support.",2021-03-16T01:47:52Z,2025-10-18T18:40:03Z,713,38,713,16,10593,TypeScript,"{'key': 'cc0-1.0', 'name': 'Creative Commons Zero v1.0 Universal', 'spdx_id': 'CC0-1.0', 'url': 'https://api.github.com/licenses/cc0-1.0', 'node_id': 'MDc6TGljZW5zZTY='}",True,False,"['app', 'discord', 'electron', 'javascript', 'last-fm', 'lastfm', 'music', 'music-player', 'node', 'typescript', 'vue', 'vue3', 'youtube', 'youtube-music', 'youtube-music-player', 'youtube-player', 'ytm', 'ytmusic']",2,2,"{'overall_score': 0.526, 'component_scores': {'popularity': 0.659, 'activity': 0.401, 'code_quality': 0.5, 'community': 0.071, 'maintenance': 1.0}, 'quality_tier': 'Average'}"
open-webui/desktop,https://github.com/open-webui/desktop.git,Open WebUI Desktop 🌐 (Alpha),2025-01-05T01:06:22Z,2025-10-16T07:49:36Z,689,62,689,20,14854,TypeScript,"{'key': 'other', 'name': 'Other', 'spdx_id': 'NOASSERTION', 'url': None, 'node_id': 'MDc6TGljZW5zZTA='}",True,False,"['app', 'desktop', 'open-webui']",1,2,"{'overall_score': 0.48, 'component_scores': {'popularity': 0.673, 'activity': 0.401, 'code_quality': 0.5, 'community': 0.045, 'maintenance': 0.7}, 'quality_tier': 'Average'}"
zehfernandes/wordnote,https://github.com/zehfernandes/wordnote.git,A simple and elegant notebook to write new words and discover their meanings and synonyms https://wordnote.app,2022-04-12T22:41:41Z,2025-09-28T03:11:30Z,680,40,680,19,23984,JavaScript,,False,False,"['app', 'dictionary', 'notebook', 'react-native']",1,2,"{'overall_score': 0.44, 'component_scores': {'popularity': 0.657, 'activity': 0.378, 'code_quality': 0.5, 'community': 0.045, 'maintenance': 0.5}, 'quality_tier': 'Average'}"
woosignal/flutter-woocommerce-app,https://github.com/woosignal/flutter-woocommerce-app.git,"WooCommerce App template that uses Flutter. Integrated to work with WooCommerce stores, connect and create an IOS and Android app from Flutter for IOS and Android",2019-11-01T20:16:52Z,2025-10-11T01:57:40Z,679,240,679,1,4138,Dart,"{'key': 'bsd-2-clause', 'name': 'BSD 2-Clause ""Simplified"" License', 'spdx_id': 'BSD-2-Clause', 'url': 'https://api.github.com/licenses/bsd-2-clause', 'node_id': 'MDc6TGljZW5zZTQ='}",True,False,"['android', 'app', 'dart', 'ecommerce', 'flutter', 'flutter-apps', 'flutter-woocommerce', 'ios', 'template', 'woocommerce', 'woocommerce-app', 'woocommerce-flutter', 'woosignal', 'wordpress']",2,2,"{'overall_score': 0.598, 'component_scores': {'popularity': 0.719, 'activity': 0.392, 'code_quality': 0.8, 'community': 0.071, 'maintenance': 1.0}, 'quality_tier': 'Average'}"
mrousavy/Colorwaver,https://github.com/mrousavy/Colorwaver.git,🎨 An app to detect color palettes in the real world - powered by VisionCamera,2021-08-28T07:24:38Z,2025-10-17T17:12:13Z,667,82,667,8,24932,TypeScript,"{'key': 'other', 'name': 'Other', 'spdx_id': 'NOASSERTION', 'url': None, 'node_id': 'MDc6TGljZW5zZTA='}",False,False,"['android', 'app', 'camera', 'color', 'colors', 'hacktoberfest', 'ios', 'palette', 'react', 'react-native', 'visioncamera']",2,2,"{'overall_score': 0.456, 'component_scores': {'popularity': 0.68, 'activity': 0.4, 'code_quality': 0.5, 'community': 0.071, 'maintenance': 0.5}, 'quality_tier': 'Average'}"
maxkrieger/voiceliner,https://github.com/maxkrieger/voiceliner.git,Braindump better.,2021-09-10T02:00:22Z,2025-09-16T07:27:39Z,658,46,658,50,41313,Dart,"{'key': 'agpl-3.0', 'name': 'GNU Affero General Public License v3.0', 'spdx_id': 'AGPL-3.0', 'url': 'https://api.github.com/licenses/agpl-3.0', 'node_id': 'MDc6TGljZW5zZTE='}",False,True,"['app', 'flutter']",2,2,"{'overall_score': 0.487, 'component_scores': {'popularity': 0.659, 'activity': 0.365, 'code_quality': 0.5, 'community': 0.071, 'maintenance': 0.8}, 'quality_tier': 'Average'}"
